year,split,league_short,league_full,region,tier,tournament,date_start,team,team_short,role,player_id,name_cn,real_name,country,residency,birthdate,is_retired,roster_link
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,Cloud9,,Jungle,Blaber,,Robert Huang,United States,North America,2000-01-04,0,Blaber
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,Cloud9,,Mid,EMENES,장민수,Jang Min-soo,South Korea,Korea,2001-01-01,1,EMENES
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,Cloud9,,Bot,Berserker,김민철,Kim Min-cheol,South Korea,North America,2003-05-25,0,Berserker (Kim Min-cheol)
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,Cloud9,,Support,Zven,,Jesper Svenningsen,Denmark,North America,1997-06-24,0,Zven
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,Cloud9,,Coach,Mithy,,Alfonso Aguirre Rodríguez,Spain,EMEA,1994-10-05,0,Mithy
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,Cloud9,,Coach,Duffman,,Christopher Duff,United Kingdom,EMEA,1990-07-29,0,Duffman
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Top,Driver,沈宗樺,Shen Tsung-Hua,Taiwan,Asia Pacific,2002-04-04,0,Driver
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Top,Rest,徐士傑,Hsu Shih-Chieh,Taiwan,Asia Pacific,1998-12-11,0,Rest
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Jungle,JunJia,余峻嘉,Yu Chun-Chia,Taiwan,Asia Pacific,2002-06-10,0,JunJia
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Mid,HongQ,蔡明宏,Tsai Ming-Hong,Taiwan,Asia Pacific,2007-07-02,0,HongQ
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Bot,Doggo,邱梓銓,Chiu Tzu-Chuan,Taiwan,Asia Pacific,2003-01-14,0,Doggo
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Support,Kaiwing,凌啟榮,Ling Kai Wing,Hong Kong,Asia Pacific,1996-10-27,0,Kaiwing
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Coach,Chawy,黃心磊,Wong Xing Lei,Singapore,Asia Pacific,1991-11-28,0,Chawy
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,CTBC Flying Oyster,,Coach,Wulala,柳勝瑋,Liu Sheng-Wei,Taiwan,Asia Pacific,1993-12-05,0,Wulala
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Top,Flauren,魯澤堅,Lo Chak Kin,Hong Kong,Asia Pacific,2006-10-30,0,Flauren
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Jungle,Pop9,吳羿翰,Wu Yi-Han,Taiwan,Asia Pacific,2003-03-24,0,Pop9
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Mid,HongSuo,郭貝益,Guo Bei-Yi,Taiwan,Asia Pacific,2003-03-18,0,HongSuo
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Bot,Feng,陳駿豐,Chen Chun-Feng,Taiwan,Asia Pacific,2003-08-13,0,Feng (Chen Chun-Feng)
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Support,ShiauC,劉家豪,Liu Chia-Hao,Taiwan,Asia Pacific,1999-07-12,0,ShiauC
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Coach,REFRA1N,陳冠廷,Chen Kuan-Ting,Taiwan,Asia Pacific,1993-10-19,0,REFRA1N
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,Deep Cross Gaming,,Coach,Lxz,邱亮融,Chiu Liang-Jung,Taiwan,Asia Pacific,1994-03-10,0,Lxz (Chiu Liang-Jung)
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Top,Evi,村瀬 俊介,Shunsuke Murase,Japan,Asia Pacific,1995-11-15,0,Evi
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Jungle,Steal,문건영,Mun Geon-yeong,South Korea,Asia Pacific,1998-12-15,1,Steal (Mun Geon-yeong)
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Mid,Yaharong,이찬주,Lee Chan-ju,South Korea,Korea,2000-06-12,1,Yaharong
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Bot,Yutapon,杉浦 悠太,Yuta Sugiura,Japan,Asia Pacific,1996-09-10,0,Yutapon
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Support,Harp,이지융,Lee Ji-yoong,South Korea,Korea,2001-06-03,0,Harp
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Coach,Kazu,鈴木 和太,Kazuta Suzuki,France,Asia Pacific,1994-05-25,1,Kazu
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,DetonatioN FocusMe,,Coach,Gismo,青木 春彦,Haruhiko Aoki,,Asia Pacific,1998-01-10,0,Gismo
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,DetonatioN FocusMe,,Top,tol2,柴田 晴生,Haruki Shibata,Japan,Asia Pacific,2002-10-17,0,tol2
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,DetonatioN FocusMe,,Jungle,Steal,문건영,Mun Geon-yeong,South Korea,Asia Pacific,1998-12-15,1,Steal (Mun Geon-yeong)
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,DetonatioN FocusMe,,Mid,Aria,이가을,Lee Ga-eul,South Korea,Asia Pacific,2000-10-14,0,Aria (Lee Ga-eul)
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,DetonatioN FocusMe,,Bot,Yutapon,杉浦 悠太,Yuta Sugiura,Japan,Asia Pacific,1996-09-10,0,Yutapon
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,DetonatioN FocusMe,,Support,Harp,이지융,Lee Ji-yoong,South Korea,Korea,2001-06-03,0,Harp
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,DetonatioN FocusMe,,Coach,Kazu,鈴木 和太,Kazuta Suzuki,France,Asia Pacific,1994-05-25,1,Kazu
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Top,Zothve,,Cristóbal Arróspide,Chile,Brazil,2003-02-18,0,Zothve
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Jungle,Josedeodo,,Brandon&amp;nbsp;Joel Villegas,Argentina,North America,2000-05-22,0,Josedeodo
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Mid,cody,,Cristian&amp;nbsp;Sebastián Quispe Yampara,Chile,Brazil,2001-10-23,0,Cody
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Bot,Snaker,,Brian&amp;nbsp;Alejo Distefano,Argentina,Brazil,2002-03-28,0,Snaker
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Support,Ackerman,,Gabriel&amp;nbsp;Agustin Aparicio,Argentina,Brazil,2002-11-29,0,Ackerman (Gabriel Aparicio)
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Coach,Snok,,Roberto Coello,El Salvador,North America,1996-10-12,0,Snok
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Estral Esports,,Coach,PR1D3,,,,,,,PR1D3
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Top,Impact,정언영,Jeong Eon-young,South Korea,North America,1995-03-07,0,Impact
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Jungle,Inspired,,Kacper Słoma,Poland,North America,2002-01-24,0,Inspired
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Mid,Jojopyun,,Joseph&amp;nbsp;Joon Pyun,Canada,North America,2004-10-01,0,jojopyun
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Bot,Danny,,Kyle Sakamaki,United States,North America,2003-12-04,1,Danny (Kyle Sakamaki)
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Support,Vulcan,,Philippe Laflamme,Canada,North America,1999-04-20,0,Vulcan (Philippe Laflamme)
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Coach,Turtle,,Gabriel Peixoto,Brazil,Brazil,1994-05-23,0,Turtle (Gabriel Peixoto)
2022,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2022,2022-05-10,Evil Geniuses.NA,,Coach,Rigby,한얼,Han Earl,South Korea,Korea,1995-12-15,0,Rigby
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Top,Bwipo,,Gabriël Rau,Belgium,EMEA,1998-12-24,0,Bwipo
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Jungle,Inspired,,Kacper Słoma,Poland,North America,2002-01-24,0,Inspired
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Mid,Quad,송수형,Song Su-hyeong,South Korea,Korea,2002-08-25,0,Quad
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Bot,Massu,,Fahad Abdulmalek,Iraq,North America,2004-11-28,0,Massu
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Support,Busio,,Alan Cwalina,United States,EMEA,2003-10-22,0,Busio
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Coach,Nukeduck,,Erlend Våtevik Holm,Norway,EMEA,1996-05-21,0,Nukeduck
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FlyQuest,,Coach,Mithy,,Alfonso Aguirre Rodríguez,Spain,EMEA,1994-10-05,0,Mithy
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,FlyQuest,,Top,Bwipo,,Gabriël Rau,Belgium,EMEA,1998-12-24,0,Bwipo
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,FlyQuest,,Jungle,Inspired,,Kacper Słoma,Poland,North America,2002-01-24,0,Inspired
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,FlyQuest,,Mid,Jensen,,Nicolaj Jensen,Denmark,Americas,1995-01-01,1,Jensen
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,FlyQuest,,Bot,Massu,,Fahad Abdulmalek,Iraq,North America,2004-11-28,0,Massu
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,FlyQuest,,Support,Busio,,Alan Cwalina,United States,EMEA,2003-10-22,0,Busio
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,FlyQuest,,Coach,Nukeduck,,Erlend Våtevik Holm,Norway,EMEA,1996-05-21,0,Nukeduck
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Top,Oscarinin,,Óscar Muñoz Jiménez,Spain,EMEA,2003-06-11,0,Oscarinin
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Jungle,Razork,,Iván Martín Díaz,Spain,EMEA,2000-10-07,0,Razork
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Mid,Humanoid,,Marek Brázda,Czech Republic,EMEA,2000-03-14,0,Humanoid
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Bot,Noah,오현택,Oh Hyeon-taek,South Korea,Korea,2001-10-04,0,Noah (Oh Hyeon-taek)
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Support,Jun,윤세준,Yoon Se-jun,South Korea,Korea,2000-08-02,0,Jun (Yoon Se-jun)
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Coach,Nightshare,,Tomáš Kněžínek,Czech Republic,EMEA,1994-06-06,1,Nightshare
2024,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2024,2024-05-01,Fnatic,,Coach,Gaax,,Pablo Vegas Pérez,Spain,EMEA,2001-04-22,0,Gaax
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Top,Guigo,,Guilherme Araújo Ruiz,Brazil,Brazil,2002-01-28,0,Guigo
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Jungle,Tatu,,Pedro Seixas,Brazil,Brazil,2006-06-13,0,Tatu (Pedro Seixas)
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Mid,Tutsz,,Arthur Peixoto Machado,Brazil,Brazil,2002-12-16,0,Tutsz
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Bot,Ayu,,Andrey Saraiva,Brazil,Brazil,2005-10-06,0,Ayu (Andrey Saraiva)
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Support,JoJo,,Gabriel Dzelme de Oliveira,Brazil,Brazil,1998-11-11,0,JoJo (Gabriel Dzelme)
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Coach,Thinkcard,,Thomas Slotkin,United States,North America,1992-10-08,0,Thinkcard
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,FURIA,,Coach,furyz,,Erick Susin,Brazil,Brazil,,0,furyz
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Top,Guigo,,Guilherme Araújo Ruiz,Brazil,Brazil,2002-01-28,0,Guigo
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Jungle,Tatu,,Pedro Seixas,Brazil,Brazil,2006-06-13,0,Tatu (Pedro Seixas)
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Mid,Tutsz,,Arthur Peixoto Machado,Brazil,Brazil,2002-12-16,0,Tutsz
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Bot,Ayu,,Andrey Saraiva,Brazil,Brazil,2005-10-06,0,Ayu (Andrey Saraiva)
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Support,JoJo,,Gabriel Dzelme de Oliveira,Brazil,Brazil,1998-11-11,0,JoJo (Gabriel Dzelme)
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Coach,furyz,,Erick Susin,Brazil,Brazil,,0,furyz
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,FURIA,,Coach,Luuukz,,Lucas&amp;nbsp;Yudi Higashi,Brazil,Brazil,1995-06-20,0,Luuukz
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Top,BrokenBlade,,Sergen Çelik,Germany,EMEA,2000-01-19,0,BrokenBlade
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Jungle,SkewMond,,Rudy Semaan,France,EMEA,2004-08-09,0,SkewMond
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Mid,Caps,,Rasmus Borregaard Winther,Denmark,EMEA,1999-11-17,0,Caps
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Bot,Hans Sama,,Steven Liv,France,EMEA,1999-09-02,0,Hans Sama
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Support,Labrov,Λάμπρος Παπουτσάκης,Lampros Papoutsakis,Greece,EMEA,2002-02-12,0,Labrov
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Coach,Dylan Falco,,Dylan Falco,Canada,North America,,0,Dylan Falco
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Coach,Memento,,Jonas Elmarghichi,Sweden,EMEA,,0,Memento
2026,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2026,2026-06-28,G2 Esports,,Coach,Rodrigo,,Rodrigo Domingues Oliveira,Portugal,EMEA,1997-05-04,0,Rodrigo
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Top,BrokenBlade,,Sergen Çelik,Germany,EMEA,2000-01-19,0,BrokenBlade
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Jungle,SkewMond,,Rudy Semaan,France,EMEA,2004-08-09,0,SkewMond
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Mid,Caps,,Rasmus Borregaard Winther,Denmark,EMEA,1999-11-17,0,Caps
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Bot,Hans Sama,,Steven Liv,France,EMEA,1999-09-02,0,Hans Sama
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Support,Labrov,Λάμπρος Παπουτσάκης,Lampros Papoutsakis,Greece,EMEA,2002-02-12,0,Labrov
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Coach,Dylan Falco,,Dylan Falco,Canada,North America,,0,Dylan Falco
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Coach,Memento,,Jonas Elmarghichi,Sweden,EMEA,,0,Memento
2025,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2025,2025-06-27,G2 Esports,,Coach,Rodrigo,,Rodrigo Domingues Oliveira,Portugal,EMEA,1997-05-04,0,Rodrigo
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,G2 Esports,,Top,BrokenBlade,,Sergen Çelik,Germany,EMEA,2000-01-19,0,BrokenBlade
2023,,MSI,Mid-Season Invitational,国际,国际赛事,MSI 2023,2023-05-02,G2 Esports,,Jungle,Yike,,Martin Sundelin,Sweden,EMEA,2000-11-11,0,Yike
